packet_cnt,packet_cnt_up,packet_cnt_down,intarv_time_med,intarv_time_max,intarv_time_min,intarv_time_med_up,intarv_time_max_up,intarv_time_min_up,intarv_time_med_down,intarv_time_max_down,intarv_time_min_down,bytes_payload_l4_med,bytes_payload_l4_max,bytes_payload_l4_min,bytes_payload_range,bytes_payload_l4_med_up,bytes_payload_l4_max_up,bytes_payload_l4_min_up,bytes_payload_range_up,bytes_payload_l4_med_down,bytes_payload_l4_max_down,bytes_payload_l4_min_down,bytes_payload_range_down,duration_flow,duration_flow_up,duration_flow_down,changes_bulktrans_mode,duration_bulkmode,duration_bulkmode_up,duration_bulkmode_down,qouta_bulkmode,qouta_bulkmode_upstream,qouta_bulkmode_downstream,time_in_idle_mode,time_in_idle_mode_upstream,time_in_idle_mode_downstream,time_in_idle_mode_qouta,time_in_idle_mode_qouta_up,time_in_idle_mode_qouta_down,website
12,6,6,0.02716684341430664,5.961894989013672,1.7881393432617188e-05,0.028636932373046875,5.961894989013672,0.028132915496826172,0.02785015106201172,5.962858200073242,0.02716684341430664,46,409,0,409,46,409,0,409,46,72,6,66,18302387766.590145,9151193883.293814,9151193883.296333,0,0,4575596932.903905,0,0.0,49.99999990446054,0.0,8.672311067581177,8.672311067581177,8.67406415939331,8.31289392292289e-10,9.476699082305673e-08,9.478614779680357e-08,3
15,7,8,0.002034902572631836,8.60133695602417,1.7881393432617188e-05,0.044975996017456055,8.60133695602417,0.0005941390991210938,0.03256106376647949,8.644371032714844,0.0012218952178955078,46,392,0,392,46,392,0,392,6,234,6,228,22877984730.297413,10676392872.975588,12201591857.321825,0,0,4575596935.593227,0,0.0,42.85714276378044,0.0,8.60133695602417,8.60133695602417,8.644371032714844,8.067932924286756e-10,8.056407307561842e-08,7.08462562409642e-08,3
12,6,6,0.0009081363677978516,5.341428995132446,2.09808349609375e-05,0.013936042785644531,5.341428995132446,0.00013399124145507812,0.013524770736694336,5.342363119125366,0.0003330707550048828,6,77,0,77,31,46,0,46,6,77,6,71,18302387762.654823,9151193881.32601,9151193881.328815,0,0,4575596935.285393,0,0.0,49.99999994123595,0.0,5.341428995132446,5.341428995132446,5.342363119125366,4.925625082086444e-10,5.836865729653268e-08,5.837886497001655e-08,3
4,2,2,0.015852928161621094,0.015852928161621094,3.218650817871094e-05,0,0,0,0,0,0,46,46,0,46,46,46,0,46,46,46,6,40,6100795954.57489,3050397977.2868853,3050397977.288005,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3
4,2,2,0.03171896934509277,0.03171896934509277,1.9073486328125e-05,0,0,0,0,0,0,46,46,0,46,46,46,0,46,46,46,6,40,6100795954.606803,3050397977.302893,3050397977.3039093,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3
144,57,87,9.894371032714844e-05,1.0834081172943115,0.0,0.00021982192993164062,1.0834081172943115,0.0,0.00012302398681640625,1.1103858947753906,0.0,217,1460,0,1460,80,1460,0,1460,1460,1460,0,1460,219699753640.19385,86964485825.43819,132735267814.75562,12,54924938420.66542,4577078196.827858,0,25.000000004832483,5.2631578895496745,0.0,0,0,0,0.0,0.0,0.0,3
16,7,9,0.02262091636657715,2.3753790855407715,1.1920928955078125e-06,0.15763616561889648,2.3753790855407715,0.0005269050598144531,0.02262091636657715,2.4292008876800537,1.1920928955078125e-06,108,1203,0,1203,108,108,0,108,0,1203,0,1203,24411083738.65748,10679849135.394556,13731234603.26292,1,4577078205.295099,4577078197.477912,0,1.8750000018195163,42.85714282525599,0.0,2.3753790855407715,2.3753790855407715,2.4292008876800537,9.730739982896652e-10,2.2241691389332678e-08,1.769105952863706e-08,3
3,2,1,0.039962053298950195,0.039962053298950195,0.02591991424560547,0,0,0,0,0,0,108,108,0,108,108,108,0,108,77,77,77,0,4577078197.408487,3051385464.943672,1525692732.464815,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3
6,3,3,0.0003521442413330078,0.1230628490447998,1.1920928955078125e-06,0.13350486755371094,0.13350486755371094,0.0003521442413330078,0.0103759765625,0.0103759765625,1.1920928955078125e-06,46,233,0,233,233,233,0,233,224,224,0,224,9154156409.283373,4577078204.518479,4577078204.764894,0,0,0,1525692734.918172,0.0,0.0,33.333333333257755,0,0,0,0.0,0.0,0.0,3
461.0,206.0,255.0,9.799003601074219e-05,1.3451440334320068,0.0,0.0003600120544433594,1.3451440334320068,0.0,0.00012993812561035156,1.3726341724395752,0.0,90.0,1460.0,0.0,1460.0,123.0,1460.0,0.0,1460.0,0.0,1460.0,0.0,1460.0,703348265324.8955,314294452657.958,389053812666.93744,41.0,187661250950.89575,4577103654.418569,0.0,26.681127999115766,1.456310671636245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
17.0,8.0,9.0,0.0002689361572265625,12.326547145843506,0.0,0.009755849838256836,12.326547145843506,5.3882598876953125e-05,0.0016260147094726562,12.334887981414795,0.0,0.0,1460.0,0.0,1460.0,0.0,517.0,0.0,517.0,68.0,1460.0,0.0,1460.0,25936920769.882374,12205609781.291283,13731310988.591095,1.0,4577103658.737628,4577103658.696991,0.0,0.6276150600627707,37.499999923910075,0.0,12.326547145843506,12.326547145843506,12.334887981414795,1.6902231638421832e-09,1.0099083426980924e-07,8.983037374700388e-08,3.0
17.0,8.0,9.0,0.0005419254302978516,12.317840099334717,0.0,0.009245872497558594,12.317840099334717,0.00018095970153808594,0.001149892807006836,12.326960802078247,0.0,0.0,1460.0,0.0,1460.0,0.0,201.0,0.0,201.0,68.0,1460.0,0.0,1460.0,25936920769.965004,12205609781.32698,13731310988.638027,1.0,4577103658.753488,4577103658.717206,0.0,0.6060606035163679,37.499999923966016,0.0,12.317840099334717,12.317840099334717,12.326960802078247,1.6310221837217482e-09,1.0091949783762082e-07,8.97726430657509e-08,3.0
17.0,8.0,9.0,0.0002989768981933594,12.316242218017578,0.0,0.009308815002441406,12.316242218017578,4.887580871582031e-05,0.0009539127349853516,12.324367046356201,0.0,0.0,1460.0,0.0,1460.0,0.0,201.0,0.0,201.0,68.0,1460.0,0.0,1460.0,25936920769.993904,12205609781.339705,13731310988.654188,1.0,4577103658.756558,4577103658.718103,0.0,0.5859374975945073,37.499999923934276,0.0,12.316242218017578,12.316242218017578,12.324367046356201,1.5766625977952028e-09,1.0090640646931882e-07,8.975375371324335e-08,3.0
16.0,8.0,8.0,0.00027489662170410156,12.311491966247559,9.5367431640625e-07,0.01067805290222168,12.311491966247559,4.100799560546875e-05,0.0019199848175048828,0.019702911376953125,9.5367431640625e-07,42.0,1460.0,0.0,1460.0,0.0,517.0,0.0,517.0,242.0,1460.0,0.0,1460.0,24411219538.10687,12205609781.354984,12205609756.751883,1.0,4577103658.762741,1525701219.567492,0.0,0.5681818159032229,12.499999974586432,0.0,12.311491966247559,12.311491966247559,0.0,1.5282952677876155e-09,1.0086748787475016e-07,0.0,3.0
7.0,3.0,4.0,0.0006091594696044922,0.12308692932128906,0.0,0.13364505767822266,0.13364505767822266,0.0004971027374267578,0.009840011596679688,0.009840011596679688,0.0,46.0,231.0,0.0,231.0,231.0,231.0,0.0,231.0,46.0,226.0,0.0,226.0,10679908555.990877,4577103666.7135725,6102804889.277306,1.0,4577103666.9502945,0.0,1525701222.316562,0.5607476623221437,0.0,24.999999999954703,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7.0,3.0,4.0,0.0006439685821533203,0.12274289131164551,2.1457672119140625e-06,0.13161492347717285,0.13161492347717285,0.0004589557647705078,0.008137941360473633,0.008137941360473633,2.1457672119140625e-06,46.0,165.0,0.0,165.0,86.0,86.0,0.0,86.0,46.0,165.0,0.0,165.0,10679908556.492882,4577103666.928865,6102804889.564016,1.0,4577103667.166586,0.0,1525701222.388646,0.553505533883611,0.0,24.999999999961357,0.0,0.0,0.0,0.0,0.0,0.0,3.0
16.0,8.0,8.0,0.04990196228027344,7.69033408164978,9.5367431640625e-07,0.21336698532104492,7.69033408164978,0.0003581047058105469,0.1551051139831543,7.767168045043945,9.5367431640625e-07,46.0,1210.0,0.0,1210.0,46.0,109.0,0.0,109.0,46.0,1210.0,0.0,1210.0,24411219606.42333,12205609803.223152,12205609803.20017,0.0,0.0,4577103668.651029,0.0,0.0,37.49999993808049,0.0,7.69033408164978,7.69033408164978,7.767168045043945,9.03319764606602e-10,6.300655358996469e-08,6.363605071995242e-08,3.0
129.0,2.0,127.0,5.1975250244140625e-05,0.18206191062927246,0.0,0.0,0.0,0.0,5.1021575927734375e-05,0.18206191062927246,0.0,1460.0,1460.0,0.0,1460.0,0.0,0.0,0.0,0.0,1460.0,1460.0,0.0,1460.0,196815458964.1865,3051402463.8378563,193764056500.34866,1.0,4577103695.8065815,0.0,0.0,0.43668122415882626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
65.0,64.0,1.0,0.000247955322265625,0.13130402565002441,3.600120544433594e-05,0.0002682209014892578,0.13130402565002441,3.600120544433594e-05,0.0,0.0,0.0,0.0,517.0,0.0,517.0,0.0,517.0,0.0,517.0,0.0,0.0,0.0,0.0,99170580096.04245,97644878864.11356,1525701231.928882,1.0,4577103695.797783,0.0,0.0,0.39893617141630283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3051402468.858364,1525701234.3739,1525701234.484464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
169,66,103,7.796287536621094e-05,1.9483919143676758,0.0,0.0003819465637207031,1.9483919143676758,9.5367431640625e-07,0.00012087821960449219,1.9754459857940674,0.0,868,1460,0,1460,0,1460,0,1460,1460,1460,0,1460,257842101469.91144,100695731950.9454,157146369518.966,11,50347865973.80571,0,0,19.52662722138145,0.0,0.0,0,0,0,0.0,0.0,0.0,3
4,3,1,4.968153953552246,4.968153953552246,0.039762020111083984,4.968153953552246,4.968153953552246,0.17615318298339844,0,0,0,232,232,0,232,232,232,0,232,224,224,224,0,6102771630.380668,4577078724.013322,1525692906.367345,0,0,3051385812.638061,0,0.0,66.66666659302099,0.0,4.968153953552246,4.968153953552246,0,1.8822695418162103e-09,1.0854421025111882e-07,0.0,3
4,3,1,4.991988897323608,4.991988897323608,0.039721012115478516,4.991988897323608,4.991988897323608,0.1721019744873047,0,0,0,88,163,0,163,88,88,0,88,163,163,163,0,6102771630.616814,4577078724.197372,1525692906.419441,0,0,3051385812.746222,0,0.0,66.66666659270334,0.0,4.991988897323608,4.991988897323608,0,1.8485585765052365e-09,1.0906495601512718e-07,0.0,3
1259,501,758,2.9087066650390625e-05,0.11140108108520508,0.0,0.0001220703125,0.11140108108520508,1.1920928955078125e-05,9.298324584960938e-05,0.12124395370483398,0.0,1460,1460,0,1460,0,261,0,261,1460,1460,0,1460,1920847369741.7605,764372146340.0524,1156475223401.7063,40,183083148824.88245,4577078720.058657,0,8.356545960233925,0.5988023951388745,0.0,0,0,0,0.0,0.0,0.0,3
16,9,7,0.0024330615997314453,0.04123210906982422,0.0,0.006953001022338867,0.045983076095581055,0.00014495849609375,0.00012683868408203125,0.0074100494384765625,0.0,76,1234,0,1234,46,77,0,77,872,1234,0,1234,24411086509.96758,13731236161.819664,10679850348.147917,2,9154157441.167488,4577078720.541464,0,0.4132231404548111,33.3333333328593,0.0,0,0,0,0.0,0.0,0.0,3
4,2,2,0.11996793746948242,0.11996793746948242,0.026752233505249023,0,0,0,0,0,0,108,1268,0,1268,108,108,0,108,1268,1268,0,1268,6102771630.827925,3051385815.420989,3051385815.406936,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,3
6,2,4,0.00011086463928222656,0.009012222290039062,0.0,0,0,0,0.009248018264770508,0.009248018264770508,0.0,0,64,0,64,0,0,0,0,31,64,0,64,9154157455.011343,3051385818.334263,6102771636.677078,0,0,0,3051385818.3339148,0.0,0.0,49.99999999992423,0,0,0,0.0,0.0,0.0,3
7.0,3.0,4.0,0.010473012924194336,14.898550987243652,9.5367431640625e-07,14.909556150436401,14.909556150436401,0.00017189979553222656,14.898550987243652,14.898550987243652,9.5367431640625e-07,0.0,63.0,0.0,63.0,1.0,1.0,0.0,1.0,0.0,63.0,0.0,63.0,10679919067.208708,4577108169.521828,6102810897.686881,0.0,0.0,0.0,1525702713.245132,0.0,0.0,24.99999981686163,14.898550987243652,14.909556150436401,14.898550987243652,1.395005982113451e-07,3.257418351988393e-07,2.441260467842872e-07,3.0
58.0,26.0,32.0,0.00028204917907714844,23.36739706993103,0.0,0.0021820068359375,23.36739706993103,0.0,0.00021409988403320312,23.394619941711426,0.0,89.0,1460.0,0.0,1460.0,110.0,1460.0,0.0,1460.0,0.0,1460.0,0.0,1460.0,88490757714.93738,39668270708.80358,48822487006.13381,5.0,22885540737.663948,4577108145.125648,0.0,23.076923018220338,11.538461504221432,0.0,23.36739706993103,23.36739706993103,23.394619941711426,2.356280891504204e-08,5.890702229362648e-08,4.7917714512929755e-08,3.0
4.0,2.0,2.0,0.11988687515258789,0.11988687515258789,0.030233144760131836,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1247.0,0.0,1247.0,108.0,108.0,0.0,108.0,1247.0,1247.0,0.0,1247.0,6102810860.255142,3051405430.1328497,3051405430.122293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7.0,3.0,4.0,0.0002830028533935547,0.010963916778564453,0.0,0.010963916778564453,0.010963916778564453,0.0002830028533935547,0.020270109176635742,0.020270109176635742,0.0,0.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,31.0,46.0,0.0,46.0,10679919005.07964,4577108145.038309,6102810860.041328,0.0,0.0,0.0,1525702715.005264,0.0,0.0,24.999999999916955,0.0,0.0,0.0,0.0,0.0,0.0,3.0
26.0,13.0,13.0,0.0004131793975830078,0.8950510025024414,0.0,0.009447097778320312,0.8951890468597412,0.0,0.008030891418457031,0.928718090057373,9.5367431640625e-07,46.0,1430.0,0.0,1430.0,46.0,1380.0,0.0,1380.0,46.0,1430.0,0.0,1430.0,39668270599.92688,19834135298.498558,19834135301.428314,1.0,4577108145.141463,4577108145.091029,0.0,2.941176464680282,23.076923073311473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3051405450.2278137,1525702725.100221,1525702725.127593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3051405451.9204082,1525702725.946666,1525702725.973742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3051405452.58642,1525702726.269731,1525702726.316689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3051405453.985651,1525702726.979357,1525702727.006294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3051405454.209742,1525702727.094183,1525702727.115559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3051405455.0321093,1525702727.492712,1525702727.539397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3051405455.4944143,1525702727.742675,1525702727.751739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3051405457.974988,1525702728.973933,1525702729.001055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3051405458.433302,1525702729.21209,1525702729.221212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1397.0,525.0,872.0,7.605552673339844e-05,1.2843921184539795,0.0,0.0014569759368896484,1.2843921184539795,0.0,0.00011897087097167969,1.3254711627960205,0.0,556.0,1410.0,0.0,1410.0,0.0,1410.0,0.0,1410.0,1410.0,1410.0,0.0,1410.0,2131408115812.576,800994460081.05,1330413655731.5237,58.0,265472449833.3494,4577111174.960385,0.0,12.455261283085663,0.5714285682446845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
911.0,284.0,627.0,3.504753112792969e-05,7.188091039657593,0.0,0.00019598007202148438,7.188091039657593,4.8160552978515625e-05,8.606910705566406e-05,7.205820083618164,0.0,1410.0,1410.0,0.0,1410.0,0.0,153.0,0.0,153.0,1410.0,1410.0,0.0,1410.0,1389916097139.0146,433299859049.86444,956616238089.1511,24.0,109850668537.81569,4577111179.479891,0.0,3.119584051186758,1.0563380263996702,0.0,11.769227027893066,11.769227027893066,11.804056167602539,3.3422730530194546e-10,2.71618528879758e-09,1.2339385113492575e-09,5.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3051407451.968021,1525703725.970548,1525703725.997473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
450.0,297.0,153.0,0.0001010894775390625,10.102365016937256,0.0,8.988380432128906e-05,10.118098974227905,0.0,0.0005130767822265625,10.14185905456543,0.0,70.0,1410.0,0.0,1410.0,752.0,1410.0,0.0,1410.0,0.0,269.0,0.0,269.0,686566680591.5865,453134009192.09216,233432671399.4939,27.0,123582002524.76027,4577111179.165286,0.0,2.9347826137526205,1.0101010046290657,0.0,14.18043303489685,14.1961669921875,16.298820972442627,3.367520146629807e-10,3.1328849091460433e-09,6.9822364087797365e-09,5.0
1132.0,356.0,776.0,4.1961669921875e-05,0.36484503746032715,0.0,0.00027298927307128906,0.38051891326904297,5.1975250244140625e-05,0.000102996826171875,0.4063720703125,0.0,1410.0,1410.0,0.0,1410.0,0.0,242.0,0.0,242.0,1410.0,1410.0,0.0,1410.0,1727096619436.3267,543150526957.9482,1183946092478.376,27.0,123582001919.60468,4577111180.276343,0.0,2.081192184416081,0.8426966288538118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
23.0,10.0,13.0,0.00044083595275878906,0.023945093154907227,0.0,0.012636184692382812,0.024396896362304688,0.0001201629638671875,0.00044083595275878906,0.03502178192138672,0.0,75.0,1460.0,0.0,1460.0,0.0,293.0,0.0,293.0,325.0,1460.0,0.0,1460.0,35091185904.20999,15257037349.560312,19834148554.649677,2.0,9154222409.833893,4577111204.720236,0.0,0.15325670539344263,29.999999999030884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
23.0,10.0,13.0,0.0004241466522216797,0.023545026779174805,0.0,0.008738040924072266,0.02363109588623047,0.0002238750457763672,0.001316070556640625,0.030525922775268555,0.0,75.0,1460.0,0.0,1460.0,0.0,293.0,0.0,293.0,325.0,1460.0,0.0,1460.0,35091185906.866714,15257037350.722712,19834148556.144005,2.0,9154222410.524708,4577111205.090004,0.0,0.15236160529479992,29.999999999168846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
7.0,3.0,4.0,8.797645568847656e-05,0.12647294998168945,9.5367431640625e-07,0.1265580654144287,0.1265580654144287,0.00013303756713867188,0.1266939640045166,0.1266939640045166,9.5367431640625e-07,31.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,46.0,10679926180.567053,4577111220.20705,6102814960.360004,0.0,0.0,0.0,1525703740.026653,0.0,0.0,24.999999998961986,0.0,0.0,0.0,0.0,0.0,0.0,5.0
7.0,3.0,4.0,9.584426879882812e-05,0.124359130859375,9.5367431640625e-07,0.12445592880249023,0.12445592880249023,9.989738464355469e-05,0.12455201148986816,0.12455201148986816,9.5367431640625e-07,31.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,46.0,10679926180.778667,4577111220.298347,6102814960.48032,0.0,0.0,0.0,1525703740.057803,0.0,0.0,24.999999998979536,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3051407483.557253,1525703741.763751,1525703741.793502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
7.0,3.0,4.0,8.20159912109375e-05,0.026870012283325195,9.5367431640625e-07,0.026927947998046875,0.026927947998046875,0.0001380443572998047,0.027090072631835938,0.027090072631835938,9.5367431640625e-07,31.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,46.0,10679926234.84666,4577111243.4981785,6102814991.348484,0.0,0.0,0.0,1525703747.823575,0.0,0.0,24.999999999778037,0.0,0.0,0.0,0.0,0.0,0.0,5.0
7.0,3.0,4.0,0.0001049041748046875,0.02676701545715332,9.5367431640625e-07,0.026858091354370117,0.026858091354370117,0.0001480579376220703,0.02701091766357422,0.02701091766357422,9.5367431640625e-07,31.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,46.0,10679926236.009853,4577111243.996668,6102814992.013185,0.0,0.0,0.0,1525703747.989741,0.0,0.0,24.999999999777888,0.0,0.0,0.0,0.0,0.0,0.0,5.0
.0,3.0,3.0,0.039527177810668945,45.00132989883423,0.02937602996826172,45.03070592880249,45.03070592880249,45.030235052108765,45.0408570766449,45.0408570766449,45.02967810630798,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9154699359.988924,4577349679.945044,4577349680.0438795,0.0,0.0,0.0,1525783181.647889,0.0,0.0,33.333332349501916,90.00163197517395,90.06094098091125,90.07053518295288,9.831194716074526e-07,1.967534649482854e-06,1.9677442511250186e-06,4.0
6.0,3.0,3.0,0.011055946350097656,45.00035905838013,0.010704994201660156,45.01106405258179,45.01106405258179,45.01053285598755,45.011415004730225,45.011415004730225,45.01046705245972,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9154699367.81803,4577349683.892639,4577349683.92539,0.0,0.0,0.0,1525783182.964031,0.0,0.0,33.333332349989206,89.99983596801758,90.02159690856934,90.02188205718994,4.915499263847071e-07,1.9666751095147656e-06,1.9666813390579768e-06,4.0
6.0,3.0,3.0,0.010632991790771484,45.002934217453,0.010550975799560547,45.01353120803833,45.01353120803833,45.010676860809326,45.01348519325256,45.01348519325256,45.01064085960388,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9154699367.841726,4577349683.904973,4577349683.936754,0.0,0.0,0.0,1525783182.967329,0.0,0.0,33.333332349978505,90.00297808647156,90.02420806884766,90.02412605285645,3.2771139169769906e-07,1.966732154753082e-06,1.9667303629604087e-06,4.0
17.0,7.0,10.0,8.20159912109375e-05,45.00040602684021,0.0,0.013972997665405273,45.04955196380615,6.29425048828125e-05,8.20159912109375e-05,45.01195001602173,0.0,1.0,1430.0,0.0,1430.0,46.0,678.0,0.0,678.0,46.0,1430.0,0.0,1430.0,25938314888.158504,10680482601.547102,15257832286.6114,1.0,4577349684.9642725,4577349643.210095,0.0,8.571428572623168,42.857142452973534,0.0,86.7015860080719,86.76208806037903,86.72700309753418,1.6235518427671386e-07,8.123423940394909e-07,5.684097286456365e-07,4.0
10.0,4.0,6.0,0.01588296890258789,45.00079393386841,0.0,45.01699495315552,45.01699495315552,0.00011706352233886719,0.01719212532043457,45.016676902770996,0.0,0.0,46.0,0.0,46.0,1.0,1.0,0.0,1.0,0.0,46.0,0.0,46.0,15257832422.210083,6103132947.886796,9154699474.323288,1.0,4577349759.661386,4577349684.692836,0.0,6.666666762685695,74.99999957034753,0.0,74.92067098617554,74.95284390449524,74.93655395507812,1.0911797728530929e-07,1.2281043939973092e-06,8.185583171272525e-07,4.0
6.0,3.0,3.0,0.02101302146911621,45.00101399421692,0.010689973831176758,45.01173496246338,45.01173496246338,45.011703968048096,45.02187895774841,45.02187895774841,45.011883020401,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9154699410.163671,4577349705.060551,4577349705.103123,0.0,0.0,0.0,1525783190.019159,0.0,0.0,33.333332349899294,90.00187993049622,90.02343893051147,90.03376197814941,1.1566143257327236e-07,1.966715342526372e-06,1.966940867064931e-06,4.0
10.0,4.0,6.0,0.015633106231689453,45.00038695335388,0.0,45.016335010528564,45.016335010528564,0.0002589225769042969,0.01597905158996582,45.01634407043457,0.0,0.0,46.0,0.0,46.0,1.0,1.0,0.0,1.0,0.0,46.0,0.0,46.0,15257832450.459322,6103132959.168366,9154699491.290956,1.0,4577349768.14566,4577349693.13045,0.0,4.918032858342891,74.99999956996145,0.0,74.96743488311768,74.99942803382874,74.98339200019836,8.054711279147355e-08,1.228867673956892e-06,8.190699440383764e-07,4.0
8.0,3.0,5.0,0.009255170822143555,19.931073904037476,0.0,19.940425157546997,19.940425157546997,0.0002529621124267578,0.012730121612548828,19.931073904037476,0.0,0.0,46.0,0.0,46.0,1.0,1.0,0.0,1.0,0.0,46.0,0.0,46.0,12206265658.064861,4577349616.781274,7628916041.283588,1.0,4577349616.790085,0.0,1525783192.309312,4.347826015158378,0.0,19.999999790961056,19.931073904037476,19.940425157546997,19.931073904037476,1.8931663273470343e-08,4.356325565441256e-07,2.612569570327059e-07,4.0
8.0,3.0,5.0,0.008933067321777344,19.949193000793457,0.0,19.968924045562744,19.968924045562744,0.0001590251922607422,0.009173154830932617,19.949193000793457,0.0,0.0,46.0,0.0,46.0,1.0,1.0,0.0,1.0,0.0,46.0,0.0,46.0,12206265663.012547,4577349618.626886,7628916044.38566,1.0,4577349618.6462145,0.0,1525783192.915943,3.896103839424861,0.0,19.999999790780382,19.949193000793457,19.968924045562744,19.949193000793457,1.6980159681751913e-08,4.3625516312544684e-07,2.614944624469245e-07,4.0
